Food Code; code,Food Name; name,Local Name; lang,Energy; enerc,Total Fat; fatce,Dietary Fiber; fibtg,Carbohydrate; choavldf,Protein; protcnt
E035,LETCHU,O,225,0.26,1.34,11.41,0.99
E035,SOH MANIR,KH,225,0.26,1.34,11.41,0.99
E035,LICHI,G,225,0.26,1.34,11.41,0.99
E035,LYCHEE,E,225,0.26,1.34,11.41,0.99
E035,LITCHI,A. LICHU; B. LICHU; E. LYCHEE; G. LICHI; H. LICHI; KASH. LICHI; KH. SOH MANIR; MAL. LICHI; M. LICHU; MAR. LICHI; N. LICHI; O. LETCHU; P. LICHI; TAM. LICHI; TEL. LICHI; KAN. LICHI; U. LICHI.,225,0.26,1.34,11.41,0.99
E036,SOH PIENG,KH,175,0.55,1.88,8.18,0.54
E036,MAM PAZHAM,MAL,175,0.55,1.88,8.18,0.54
E036,HEINOU AMUNBA,M,175,0.55,1.88,8.18,0.54
E036,AMBA (PIKLELA),MAR,175,0.55,1.88,8.18,0.54
E036,AMPA,N,175,0.55,1.88,8.18,0.54
E036,AAM (PAKA),H,175,0.55,1.88,8.18,0.54
E036,AAMB,KASH,175,0.55,1.88,8.18,0.54
E036,MAMPAZHAM,TAM,175,0.55,1.88,8.18,0.54
E036,MAMIDI PANDU,TEL,175,0.55,1.88,8.18,0.54
E036,PAKKA AAM,U,175,0.55,1.88,8.18,0.54
E036,AAMRA,S,175,0.55,1.88,8.18,0.54
E036,MVINA HANNU,KAN,175,0.55,1.88,8.18,0.54
E036,AMBA (PACHILA),O,175,0.55,1.88,8.18,0.54
E036,"MANGO, RIPE, BANGANAPALLI",A. AAM; B. AAM(PAKA); G. KERI; H. AAM (PAKA); KAN. MVINA HANNU; KASH. AAMB; KH. SOH PIENG; MAL. MAM PAZHAM; M. HEINOU AMUNBA; MAR. AMBA (PIKLELA); N. AMPA; O. AMBA (PACHILA); P. AAM; S. AAMRA; TAM. MAMPAZHAM; TEL. MAMIDI PANDU; U. PAKKA AAM.,175,0.55,1.88,8.18,0.54
E036,KERI,G,175,0.55,1.88,8.18,0.54
E036,AAM(PAKA),B,175,0.55,1.88,8.18,0.54
E036,AAM,A,175,0.55,1.88,8.18,0.54
E037,"MANGO, RIPE, GULABKHAS",A. AAM; B. AAM (PAKA); G. PAKELI KEDI; H. AAM (PAKA); KAN. MVINA HANNU; KASH. AAMB; KH. SOH PIENG; MAL. MAM PAZHAM; M. HEINOU AMUNBA; MAR. AMBA (PIKLELA); N. AMPA; O. AMBA (PACHILA); P. AAM; S. AAMRA; TAM. MAMPAZHAM; TEL. MAMIDI PANDU; U. PAKKA AAM.,209,0.53,1.67,10.32,0.52
E037,PAKELI KEDI,G,209,0.53,1.67,10.32,0.52
E038,"MANGO, RIPE, HIMSAGAR",A. AAM; B. AAM (PAKA); G. KERI; H. AAM (PAKA); KAN. MVINA HANNU; KASH. AAMB; KH. SOH PIENG; MAL. MAM PAZHAM; M. HEINOU AMUNBA; MAR. AMBA (PIKLELA); N. AMPA; O. AMBA (PACHILA); P. AAM; S. AAMRA; TAM. MAMPAZHAM; TEL. MAMIDI PANDU; U. PAKKA AAM.,187,0.54,1.55,9.03,0.46
E039,KESAR KEDI,G,231,0.57,2.02,11.36,0.54
E039,"MANGO, RIPE, KESAR",A. AAM; B. AAM (PAKA); G. KESAR KEDI; H. AAM (PAKA); KAN. MVINA HANNU; KASH. AAMB; KH. SOH PIENG; MAL. MAM PAZHAM; M. HEINOU AMUNBA; MAR. AMBA (PIKLELA); N. AMPA; O. AMBA (PACHILA); P. AAM; S. AAMRA; TAM. MAMPAZHAM; TEL. MAMIDI PANDU; U. PAKKA AAM.,231,0.57,2.02,11.36,0.54
E040,"MANGO, RIPE, NEELAM",A. AAM; B. AAM (PAKA); G. NILAM KEDI; H. AAM (PAKA); KAN. MVINA HANNU; KASH. AAMB; KH. SOH PIENG; MAL. MAM  PAZHAM; M. HEINOU AMUNBA; MAR. AMBA (PIKLELA); N. AMPA; O. AMBA (PACHILA); P. AAM; S. AAMRA; TAM. MAMPAZHAM; TEL. MAMIDI PANDU; U. PAKKA AAM.,178,0.55,1.77,8.21,0.68
E040,NILAM KEDI,G,178,0.55,1.77,8.21,0.68
E040,MAM  PAZHAM,MAL,178,0.55,1.77,8.21,0.68
E041,"MANGO, RIPE, PAHERI",A. AAM; B. AAM (PAKA); G. KERI; H. AAM (PAKA); KAN. MVINA HANNU; KASH. AAMB; KH. SOH PIENG; MAL. MAM PAZHAM; M. HEINOU AMUNBA; MAR. AMBA (PIKLELA); N. AMPA; O. AMBA (PACHILA); S. AAMRA; TAM. MAMPAZHAM; TEL. MAMIDI PANDU; U. PAKKA AAM.,188,0.58,1.97,8.67,0.68
E042,TOTAPURI KEDI,G,248,0.49,1.73,12.75,0.41
E042,"MANGO, RIPE, TOTAPARI",A. AAM; B. AAM (PAKA); G. TOTAPURI KEDI; H. AAM (PAKA); KAN. MVINA HANNU; KASH. AAMB; KH. SOH PIENG; MAL. MAM PAZHAM; M. HEINOU AMUNBA; MAR. AMBA (PIKLELA); N. AMPA; O. AMBA (PACHILA); P. AAM; S. AAMRA; TEL. MAMIDI PANDU; TAM. MAMPAZHAM; U. PAKKA AAM.,248,0.49,1.73,12.75,0.41
E043,MANGOSTEEN,E. PURPLE MANGOSTEEN; H. MANGUSTAN; MAL. KODAM PULI; TAM. SULAMBALI.,219,0.24,1.87,11.41,0.63
E043,PURPLE MANGOSTEEN,E,219,0.24,1.87,11.41,0.63
E043,MANGUSTAN,H,219,0.24,1.87,11.41,0.63
E043,KODAM PULI,MAL,219,0.24,1.87,11.41,0.63
E043,SULAMBALI,TAM,219,0.24,1.87,11.41,0.63
E044,JANGJALEBI,P,342,1.14,4.4,13.54,3.56
E044,VILAYATICHINCH,MAR,342,1.14,4.4,13.54,3.56
E044,MANILA TAMARIND,B. JILAPI; G. BAKHAI AMBLI/VILAYABI AMBLI; H. GANGA IMLI/ JANGAL JALEBI; KAN. SEEMA/ DORA HUNASE; KH. SOH KYNTOI IM; M. MANGE; MAR. VILAYATICHINCH; P. JANGJALEBI; TAM. KODUKKAPULI; TEL. SEEMA CHINTAKAYA.,342,1.14,4.4,13.54,3.56
E044,SEEMA CHINTAKAYA,TEL,342,1.14,4.4,13.54,3.56
E044,KODUKKAPULI,TAM,342,1.14,4.4,13.54,3.56
E044,MANGE,M,342,1.14,4.4,13.54,3.56
E044,GANGA IMLI/ JANGAL JALEBI,H,342,1.14,4.4,13.54,3.56
E044,SEEMA/ DORA HUNASE,KAN,342,1.14,4.4,13.54,3.56
E044,BAKHAI AMBLI/VILAYABI AMBLI,G,342,1.14,4.4,13.54,3.56
E044,JILAPI,B,342,1.14,4.4,13.54,3.56
E044,SOH KYNTOI IM,KH,342,1.14,4.4,13.54,3.56
E045,KHARBUZ,U,97,0.35,1.51,4.24,0.42
E045,KHARBUUJA,S,97,0.35,1.51,4.24,0.42
E045,MULAM PAZHAM,MAL,97,0.35,1.51,4.24,0.42
E045,KHARBOOJA,H,97,0.35,1.51,4.24,0.42
E045,KHERBUZ,KASH,97,0.35,1.51,4.24,0.42
E045,MUSKMELON,E,97,0.35,1.51,4.24,0.42
E045,KHARAMUJA,B,97,0.35,1.51,4.24,0.42
E045,SIRAL,A,97,0.35,1.51,4.24,0.42
E045,KHARBUJO,G,97,0.35,1.51,4.24,0.42
E045,"MUSK MELON, ORANGE FLESH",A. SIRAL; B. KHARAMUJA; E. MUSKMELON; G. KHARBUJO; H. KHARBOOJA; KAN. KHARBOOJA; KASH. KHERBUZ; MAL. MULAM PAZHAM; MAR. KHARBOOJA; O. KHARBOOJA; P. KHARBOOJA; S. KHARBUUJA; TAM. MULAM PAZHAM; TEL. KHARBOOJA; U. KHARBUZ.,97,0.35,1.51,4.24,0.42
E046,"MUSK MELON, YELLOW FLESH",A. SIRAL; B. KHARAMUJA; E. MUSKMELON; G. KHARBUJO (PIDO); H. KHARBOOJA; KAN. KHARBOOJA; KASH. KHERBUZ; MAL. MULAM PAZHAM; MAR. KHARBOOJA; O. KHARBOOJA; P. KHARBOOJA; S. KHARBUUJA; TAM. MULAM PAZHAM; TEL. KHARBOOJA; U. KHARBUZ.,116,0.26,1.49,5.4,0.53
E046,KHARBUJO (PIDO),G,116,0.26,1.49,5.4,0.53
E047,KOMOLA,A,156,0.13,1.29,7.92,0.7
E047,KAMALA LEBU,B,156,0.13,1.29,7.92,0.7
E047,SANTRA,G,156,0.13,1.29,7.92,0.7
E047,KITHILAI,KAN,156,0.13,1.29,7.92,0.7
E047,SOH NIAMTRA,KH,156,0.13,1.29,7.92,0.7
E047,SANGTAR,KASH,156,0.13,1.29,7.92,0.7
E047,"ORANGE, PULP",A. KOMOLA; B. KAMALA LEBU; G. SANTRA; H. SANTRA; KAN. KITHILAI; KASH. SANGTAR; KH. SOH NIAMTRA; MAL. MADHURA NARANGA; M. KOMLA; MAR. SANTRE; N. SUNTALA; O. KAMALA; P. SANTRA; S. NAARANGGA; TAM. SAATHUKUDI; TEL. KAMALA PADU; U. SANTRA.,156,0.13,1.29,7.92,0.7
E047,KAMALA PADU,TEL,156,0.13,1.29,7.92,0.7
E047,SAATHUKUDI,TAM,156,0.13,1.29,7.92,0.7
E047,NAARANGGA,S,156,0.13,1.29,7.92,0.7
E047,KAMALA,O,156,0.13,1.29,7.92,0.7
E047,SUNTALA,N,156,0.13,1.29,7.92,0.7
E047,SANTRE,MAR,156,0.13,1.29,7.92,0.7
E047,KOMLA,M,156,0.13,1.29,7.92,0.7
E047,MADHURA NARANGA,MAL,156,0.13,1.29,7.92,0.7
E048,THATI MANGU,KAN,101,0.12,2.4,4.92,0.5
E048,PNAMNUNGU,MAL,101,0.12,2.4,4.92,0.5
E048,TALA SAJA,O,101,0.12,2.4,4.92,0.5
E048,PANAI NUNGU,TAM,101,0.12,2.4,4.92,0.5
E048,THATI MUNJALU,TEL,101,0.12,2.4,4.92,0.5
E048,"DOUB PALM, PALMYRA PALM, TALA PALM, TODDY PALM, WINE PALM, ICE APPLE",E,101,0.12,2.4,4.92,0.5
E048,TAR,H,101,0.12,2.4,4.92,0.5
E048,"PALM FRUIT, TENDER","E. DOUB PALM, PALMYRA PALM, TALA PALM, TODDY PALM, WINE PALM, ICE APPLE; H. TAR; KAN. THATI MANGU; MAL. PNAMNUNGU; O. TALA SAJA; TAM. PANAI NUNGU; TEL. THATI MUNJALU.",101,0.12,2.4,4.92,0.5
E049,PEPE (PAKA),B,100,0.16,2.83,4.61,0.42
E049,"PAPAYA, RIPE","A. AMITA; B. PEPE (PAKA); E. PAPAW, PAWPAW; G. PAPAYU; H. PAPITA; KAN. PAPPAYI HANNU; KASH. PAPITA; KH. SOH KYMPHOR; KON. PAPAYI; MAL. OMAKAI; M. AWATHABI AMUNBA; MAR. POPAI; N. MEWA; O. AMRUTBHANDA (PACHILA); P. PAPITA; TAM. PAPPALI; TEL. BOPPAYI PANDU; U. PAPITA.",100,0.16,2.83,4.61,0.42
E049,AMITA,A,100,0.16,2.83,4.61,0.42
E049,PAPAYU,G,100,0.16,2.83,4.61,0.42
E049,PAPPAYI HANNU,KAN,100,0.16,2.83,4.61,0.42
E049,SOH KYMPHOR,KH,100,0.16,2.83,4.61,0.42
E049,OMAKAI,MAL,100,0.16,2.83,4.61,0.42
E049,AWATHABI AMUNBA,M,100,0.16,2.83,4.61,0.42
E049,AMRUTBHANDA (PACHILA),O,100,0.16,2.83,4.61,0.42
E049,MEWA,N,100,0.16,2.83,4.61,0.42
E049,PAPPALI,TAM,100,0.16,2.83,4.61,0.42
E049,BOPPAYI PANDU,TEL,100,0.16,2.83,4.61,0.42
E049,POPAI,MAR,100,0.16,2.83,4.61,0.42
E050,NECTARINE,E,168,0.37,2.13,7.82,0.86
E050,AHOM BOGORI,A,168,0.37,2.13,7.82,0.86
E050,PEACH,A. AHOM BOGORI; E. NECTARINE; H. AROO; KASH. AER; KH. SOH PHARENG; M. CHUMBREI; P. AROO.,168,0.37,2.13,7.82,0.86
E050,AROO,H,168,0.37,2.13,7.82,0.86
E050,SOH PHARENG,KH,168,0.37,2.13,7.82,0.86
E050,AER,KASH,168,0.37,2.13,7.82,0.86
E050,CHUMBREI,M,168,0.37,2.13,7.82,0.86
E051,NASHPATINO,G,157,0.27,4.48,8.09,0.36
E051,NASPOTI,A,157,0.27,4.48,8.09,0.36
E051,SOH PHOH,KH,157,0.27,4.48,8.09,0.36
E051,SABARJIL,MAL,157,0.27,4.48,8.09,0.36
E051,NASPATI,M,157,0.27,4.48,8.09,0.36
E051,BERIKKAI,TAM,157,0.27,4.48,8.09,0.36
E051,BERIKAYA,TEL,157,0.27,4.48,8.09,0.36
E051,NASHPATI,B,157,0.27,4.48,8.09,0.36
E051,BERIKAI,KAN,157,0.27,4.48,8.09,0.36
E051,TANG,KASH,157,0.27,4.48,8.09,0.36
E051,PEAR,A. NASPOTI; B. NASHPATI; G. NASHPATINO; H. NASHPATI; KAN. BERIKAI; KASH. TANG; KH. SOH PHOH; MAL. SABARJIL; M. NASPATI; MAR. NASHPATI; N. NASPATI; O. NASHPATI; P. NASHPATI; TAM. BERIKKAI; TEL. BERIKAYA; U. NASHPATI.,157,0.27,4.48,8.09,0.36
E052,FALSA PANDU,TEL,299,0.14,4.54,15.09,1.66
E052,PHARASKOL,A,299,0.14,4.54,15.09,1.66
E052,FALSA,B,299,0.14,4.54,15.09,1.66
E052,PHALSA HANNU,KAN,299,0.14,4.54,15.09,1.66
E052,SOH BROI RIT,KH,299,0.14,4.54,15.09,1.66
E052,PALISA,MAL,299,0.14,4.54,15.09,1.66
E052,MIRGICHARA,O,299,0.14,4.54,15.09,1.66
E052,PHALSA,A. PHARASKOL; B. FALSA; G. FALSA; H. FALSA; KAN. PHALSA HANNU; KH. SOH BROI RIT; MAL. PALISA; MAR. FALSA; O. MIRGICHARA; P. FALSA; TAM. PALISA; TEL. FALSA PANDU; U. FALSA.,299,0.14,4.54,15.09,1.66
E053,AHNAROS,A,180,0.16,3.46,9.42,0.52
E053,ANARASA,B,180,0.16,3.46,9.42,0.52
E053,ANANAS,H,180,0.16,3.46,9.42,0.52
E053,PUNCHITIPUL,KASH,180,0.16,3.46,9.42,0.52
E053,SOH TRUN,KH,180,0.16,3.46,9.42,0.52
E053,ANAS,KON,180,0.16,3.46,9.42,0.52
E053,KAYIRHA CHAKKA,MAL,180,0.16,3.46,9.42,0.52
E053,KIHOM ANANAS,M,180,0.16,3.46,9.42,0.52
E053,SAPURI,O,180,0.16,3.46,9.42,0.52
E053,ANNASI PAZHAM,TAM,180,0.16,3.46,9.42,0.52
E053,ANENAS,G,180,0.16,3.46,9.42,0.52
E053,PINEAPPLE,A. AHNAROS; B. ANARASA; G. ANENAS; H. ANANAS; KAN. ANANAS; KASH. PUNCHITIPUL; KH. SOH TRUN; KON. ANAS; MAL. KAYIRHA CHAKKA; M. KIHOM ANANAS; O. SAPURI; P. ANANAS; TAM. ANNASI PAZHAM; TEL. ANASA PANDU; U. ANANAS.,180,0.16,3.46,9.42,0.52
E053,ANASA PANDU,TEL,180,0.16,3.46,9.42,0.52
E054,ALUBOKHARA,B,238,0.4,2.07,12.1,0.64
E054,AADDU,G,238,0.4,2.07,12.1,0.64
E054,ONAGIDA DRAAKSHI,KAN,238,0.4,2.07,12.1,0.64
E054,AEIR,KASH,238,0.4,2.07,12.1,0.64
E054,SOH PLUM DORRIS/ NORRIS,KH,238,0.4,2.07,12.1,0.64
E054,PLUM,B. ALUBOKHARA; H. ALUBOKHARA; G. AADDU; KAN. ONAGIDA DRAAKSHI; KASH. AEIR; KH. SOH PLUM DORRIS/ NORRIS; M. HEIKHA; P. ALOOBHUKHARA; TEL. ALAPAGODA.,238,0.4,2.07,12.1,0.64
E054,HEIKHA,M,238,0.4,2.07,12.1,0.64
E054,ALOOBHUKHARA,P,238,0.4,2.07,12.1,0.64
E054,ALAPAGODA,TEL,238,0.4,2.07,12.1,0.64
E055,ANAAR,U,229,0.15,2.83,11.58,1.33
E055,DALIM,A,229,0.15,2.83,11.58,1.33
E055,BEDANA,B,229,0.15,2.83,11.58,1.33
E055,DANIMMA PANDU,TEL,229,0.15,2.83,11.58,1.33
E055,DADAM,G,229,0.15,2.83,11.58,1.33
E055,DALIMBARI,KAN,229,0.15,2.83,11.58,1.33
E055,DAAN,KASH,229,0.15,2.83,11.58,1.33
E055,SOH POMEGRANATE,KH,229,0.15,2.83,11.58,1.33
E055,DALIMB,KON,229,0.15,2.83,11.58,1.33
E055,MATHALAM PAZHHAM,MAL,229,0.15,2.83,11.58,1.33
E055,"POMEGRANATE, MAROON SEEDS",A. DALIM; B. BEDANA; G. DADAM; H. ANAR; KAN. DALIMBARI; KASH. DAAN; KH. SOH POMEGRANATE; KON. DALIMB; MAL. MATHALAM PAZHHAM; M. KAMPHOI; MAR. DALIMB; O. DALIMBA; P. ANAR; S. DAADDIMA; TAM. MADHULAM PAZHAM; TEL. DANIMMA PANDU; U. ANAAR.,229,0.15,2.83,11.58,1.33
E055,KAMPHOI,M,229,0.15,2.83,11.58,1.33
E055,DALIMBA,O,229,0.15,2.83,11.58,1.33
E055,DAADDIMA,S,229,0.15,2.83,11.58,1.33
E055,MADHULAM PAZHAM,TAM,229,0.15,2.83,11.58,1.33
E055,ANAR,H,229,0.15,2.83,11.58,1.33
E056,CHAKOTRA,H,210,0.42,0.8,10.64,0.68
E056,RABAB TENGA,A,210,0.42,0.8,10.64,0.68
E056,PAPNUSE,G,210,0.42,0.8,10.64,0.68
E056,PAMPARA PANASA,TEL,210,0.42,0.8,10.64,0.68
E056,CHAKKOTA,KAN,210,0.42,0.8,10.64,0.68
E056,SOH BAH,KH,210,0.42,0.8,10.64,0.68
E056,BOMBILIMAS,MAL,210,0.42,0.8,10.64,0.68
E056,NOBAB,M,210,0.42,0.8,10.64,0.68
E056,PAPNUS,MAR,210,0.42,0.8,10.64,0.68
E056,BATAPILEMBU,O,210,0.42,0.8,10.64,0.68
E056,BATABILEMBU,B,210,0.42,0.8,10.64,0.68
E056,PUMMELO,A. RABAB TENGA; B. BATABILEMBU; E. POMELO; G. PAPNUSE; H. CHAKOTRA; KAN. CHAKKOTA; KH. SOH BAH; MAL. BOMBILIMAS; M. NOBAB; MAR. PAPNUS; O. BATAPILEMBU; TAM. BOMBILIMAS; TEL. PAMPARA PANASA.,210,0.42,0.8,10.64,0.68
E056,POMELO,E,210,0.42,0.8,10.64,0.68
E057,DRASHI,KAN,1279,0.34,3.92,71.29,2.57
E057,KISHMISH,A,1279,0.34,3.92,71.29,2.57
E057,"RAISINS, DRIED, BLACK",A. KISHMISH; B. KISHMISH; E. DRIED GRAPE; G. KADI DRAKSHA; H. KISHMISH; KAN. DRASHI; KASH. KISHMISH; KH. KISMIS IONG; MAL. MUNDIRINGA (UNAKKU); M. KISMIS; MAR. KISHMISH; O. KISHMISH; P. SONGI; TAM. ULAR DHIRACHAI; TEL. ENDU DRAKSHA; U. KISHMISH.,1279,0.34,3.92,71.29,2.57
E057,KISMIS IONG,KH,1279,0.34,3.92,71.29,2.57
E057,MUNDIRINGA (UNAKKU),MAL,1279,0.34,3.92,71.29,2.57
E057,SONGI,P,1279,0.34,3.92,71.29,2.57
E057,ULAR DHIRACHAI,TAM,1279,0.34,3.92,71.29,2.57
E057,ENDU DRAKSHA,TEL,1279,0.34,3.92,71.29,2.57
E057,DRIED GRAPE,E,1279,0.34,3.92,71.29,2.57
E058,"RAISINS, DRIED, GOLDEN",A. KISHMISH; B. KISHMISH; E. DRIED GRAPE; G. PIDI DRAKSHA; H. KISHMISH; KAN. DRASHI; KASH. KISHMISH; KH. KISMIS SAW; KON. SUKE DHRAKSHI; MAL. MUNDIRINGA (UNAKKU); M. KISMIS; MAR. KISHMISH; N. KISMIS; O. KISHMISH ; P. SONGI; TAM. ULAR DHIRACHAI; TEL. ENDU DRAKSHA; U. KISHMISH.,1241,0.35,4.56,68.79,2.76
E058,KISMIS SAW,KH,1241,0.35,4.56,68.79,2.76
E058,PIDI DRAKSHA,G,1241,0.35,4.56,68.79,2.76
E058,KISHMISH ,O,1241,0.35,4.56,68.79,2.76
E058,SUKE DHRAKSHI,KON,1241,0.35,4.56,68.79,2.76
E059,RAMBUTAN,H. RAMBUTAN.,306,0.16,1.02,16.84,0.68
E060,SAPODILLA,E,307,1.26,9.6,13.9,0.92
E060,SAPOTA,A. CHIKU; E. SAPODILLA; H. CHIKU; KAN. SAPOTA; MAL. SAPOTA; MAR. CHIKU; O. SAPOTA; P. CHIKU; TEL. SAPOTA; U. SAPOTA.,307,1.26,9.6,13.9,0.92
E060,CHIKU,A,307,1.26,9.6,13.9,0.92
E061,MULLATHA,MAL,260,0.94,4.95,11.94,0.74
E061,SOURSOP,H. SHUL-RAM FAL; KAN. LAKSHMANAPHALA/MULLURAMPHALA; MAL. MULLATHA; TAM. MALAI SEETHAPALAM/ PAANGHI PAZHAM; TEL. LAKSHAMANA PHALAMU.,260,0.94,4.95,11.94,0.74
E061,MALAI SEETHAPALAM/ PAANGHI PAZHAM,TAM,260,0.94,4.95,11.94,0.74
E061,LAKSHAMANA PHALAMU,TEL,260,0.94,4.95,11.94,0.74
E061,LAKSHMANAPHALA/MULLURAMPHALA,KAN,260,0.94,4.95,11.94,0.74
E061,SHUL-RAM FAL,H,260,0.94,4.95,11.94,0.74
E062,KAMARAKA/ KAPAZAKSHI HANNU,KAN,110,0.39,2.81,4.51,0.79
E062,STAR FRUIT,"A. KORDOI; E. CARAMBOLA, STARFRUIT; G. AMRAKH; H. KAZMAL/KAMRAKH; KAN. KAMARAKA/ KAPAZAKSHI HANNU; KH. SOH PYRSHONG; MAL. CATURAPPULI; M. HEINOUJOM; MAR. KARAMBAL; O. KARAMANGA; TAM. TAMARATTAI; U. KAMRAKH.",110,0.39,2.81,4.51,0.79
E062,KORDOI,A,110,0.39,2.81,4.51,0.79
E062,"CARAMBOLA, STARFRUIT",E,110,0.39,2.81,4.51,0.79
E062,AMRAKH,G,110,0.39,2.81,4.51,0.79
E062,KAZMAL/KAMRAKH,H,110,0.39,2.81,4.51,0.79
E062,SOH PYRSHONG,KH,110,0.39,2.81,4.51,0.79
E062,HEINOUJOM,M,110,0.39,2.81,4.51,0.79
E062,KARAMBAL,MAR,110,0.39,2.81,4.51,0.79
E062,KARAMANGA,O,110,0.39,2.81,4.51,0.79
E062,TAMARATTAI,TAM,110,0.39,2.81,4.51,0.79
E062,KAMRAKH,U,110,0.39,2.81,4.51,0.79
E062,CATURAPPULI,MAL,110,0.39,2.81,4.51,0.79
E063,STROBERRY,MAL,103,0.56,2.5,3.4,0.97
E063,LACHI,P,103,0.56,2.5,3.4,0.97
E063,ISTABER,KASH,103,0.56,2.5,3.4,0.97
E063,NELA MILLI HANNU,KAN,103,0.56,2.5,3.4,0.97
E063,STRAWBERRY/ SOH STAP,KH,103,0.56,2.5,3.4,0.97
E063,STRAWBERRY,G. STRAWBERRY; KAN. NELA MILLI HANNU; KH. STRAWBERRY/ SOH STAP; MAL. STROBERRY; P. LACHI; KASH. ISTABER; TAM. STRAWBERRY.,103,0.56,2.5,3.4,0.97
E064,CHINTHA PANDU,TEL,1207,0.15,5.31,67.35,2.92
E064,PULI,MAL,1207,0.15,5.31,67.35,2.92
E064,SOH KYNTOI,KH,1207,0.15,5.31,67.35,2.92
E064,TAMBARI,KASH,1207,0.15,5.31,67.35,2.92
E064,HUNISE HANNU,KAN,1207,0.15,5.31,67.35,2.92
E064,IMLI,H,1207,0.15,5.31,67.35,2.92
E064,AMLI,G,1207,0.15,5.31,67.35,2.92
E064,TETUL,B,1207,0.15,5.31,67.35,2.92
E064,TETELI,A,1207,0.15,5.31,67.35,2.92
E064,"TAMARIND, PULP",A. TETELI; B. TETUL; G. AMLI; H. IMLI; KAN. HUNISE HANNU; KASH. TAMBARI; KH. SOH KYNTOI; MAL. PULI; M. MANGE; MAR. CHINCH; N. IMALI; O. TENTULI; P. IMLI; S. SUCUKRIKA; TAM. PULI; TEL. CHINTHA PANDU; U. IMLI.,1207,0.15,5.31,67.35,2.92
E064,SUCUKRIKA,S,1207,0.15,5.31,67.35,2.92
E064,CHINCH,MAR,1207,0.15,5.31,67.35,2.92
E064,IMALI,N,1207,0.15,5.31,67.35,2.92
E065,TARBUJ,H,85,0.16,0.7,3.86,0.6
E065,TARMUJ,B,85,0.16,0.7,3.86,0.6
E065,TORMUJ,A,85,0.16,0.7,3.86,0.6
E065,KALLANGADI,KAN,85,0.16,0.7,3.86,0.6
E065,HEND WEND,KASH,85,0.16,0.7,3.86,0.6
E065,BACCHANGA,KON,85,0.16,0.7,3.86,0.6
E065,THANNIR MATHAN,MAL,85,0.16,0.7,3.86,0.6
E065,KALINGAD,MAR,85,0.16,0.7,3.86,0.6
E065,KHARBUJA,N,85,0.16,0.7,3.86,0.6
E065,TARVUJA,O,85,0.16,0.7,3.86,0.6
E065,DAWANA,P,85,0.16,0.7,3.86,0.6
E065,DARBUSANI,TAM,85,0.16,0.7,3.86,0.6
E065,PUCHAKAYA,TEL,85,0.16,0.7,3.86,0.6
E065,TARBUJA,U,85,0.16,0.7,3.86,0.6
E065,TADBUJ,G,85,0.16,0.7,3.86,0.6
E065,WATERMELON,E,85,0.16,0.7,3.86,0.6
E065,SOH WATERMELON,KH,85,0.16,0.7,3.86,0.6
E065,"WATER MELON, DARK GREEN (SUGAR BABY)",A. TORMUJ; B. TARMUJ; E. WATERMELON; G. TADBUJ; H. TARBUJ; KAN. KALLANGADI; KASH. HEND WEND; KH. SOH WATERMELON; KON. BACCHANGA; MAL. THANNIR MATHAN; M. TARBUJ; MAR. KALINGAD; N. KHARBUJA; O. TARVUJA; P. DAWANA; TAM. DARBUSANI; TEL. PUCHAKAYA; U. TARBUJA.,85,0.16,0.7,3.86,0.6
E066,"WATER MELON, PALE GREEN",A. TORMUJ; B. TARMUJ; E. WATERMELON; G. TADBUJ; H. TARBUJ; KAN. KALLANGADI; KASH. HEND WEND; KH. SOH WATERMELON; KON. BACCHANGA; MAL. THANNIR MATHAN; M. TARBUJ; MAR. KALINGAD; N. KHARBUJA; O. TARVUJA; P. DAWANA; TAM. DARBUSANI; TEL. PUCHAKAYA; U. TARBUJA.,70,0.16,0.78,3.02,0.59
E067,BEAL,U,327,3.62,5.21,7.52,3.14
E067,KOYETH BAEL,B,327,3.62,5.21,7.52,3.14
E067,ELEPHANT APPLE,E,327,3.62,5.21,7.52,3.14
E067,KOTHU,G,327,3.62,5.21,7.52,3.14
E067,KAITH,H,327,3.62,5.21,7.52,3.14
E067,BELE,KAN,327,3.62,5.21,7.52,3.14
E067,BUM CHOONT,KASH,327,3.62,5.21,7.52,3.14
E067,VILAM PAZHAM,MAL,327,3.62,5.21,7.52,3.14
E067,KAITHA,O,327,3.62,5.21,7.52,3.14
E067,CHAKTORA,P,327,3.62,5.21,7.52,3.14
E067,BILVAON (GORAKAMLI),S,327,3.62,5.21,7.52,3.14
E067,VELEGA PANDU,TEL,327,3.62,5.21,7.52,3.14
E067,WOOD APPLE,A. BEL; B. KOYETH BAEL; E. ELEPHANT APPLE; G. KOTHU; H. KAITH; KAN. BELE; KASH. BUM CHOONT; MAL. VILAM PAZHAM; MAR. KAVATH; O. KAITHA; P. CHAKTORA; S. BILVAON (GORAKAMLI); TAM. VILAM PAZHAM; TEL. VELEGA PANDU; U. BEAL.,327,3.62,5.21,7.52,3.14
E067,KAVATH,MAR,327,3.62,5.21,7.52,3.14
E068,REGU PANDU,TEL,204,0.35,3.73,9.4,1.34
E068,BADARII,S,204,0.35,3.73,9.4,1.34
E068,BERI,P,204,0.35,3.73,9.4,1.34
E068,BARAKOLI,O,204,0.35,3.73,9.4,1.34
E068,BOROI,M,204,0.35,3.73,9.4,1.34
